UF,Cidade,CEP Inicial,CEP Final,Tipo,Prazo
PR,Santa Ines,86660000,86669999,Redespacho,4
MG,Cantagalo,39703000,39703999,Redespacho,8
MG,Angelandia,39685000,39687999,Redespacho,8
MG,Varjao De Minas,38794000,38799999,Redespacho,7
MT,Nova Guarita,78508000,78508000,Redespacho,9
BA,Campo Alegre De Lourdes,47220000,47220000,Redespacho,9
BA,Pau Brasil,45890000,45890999,Redespacho,8
SP,Florinea,19870000,19879999,Redespacho,5
MG,Santo Hipolito,39210000,39214999,Redespacho,6
SP,Platina,19990000,19999999,Redespacho,5
MG,Paula Candido,36544000,36545999,Redespacho,6
MG,Bom Jesus Do Galho,35340000,35340999,Redespacho,6
MG,Corrego Novo,35345000,35347999,Redespacho,6
MG,Camacho,35555000,35556999,Redespacho,5
MG,Piedade De Caratinga,35325000,35325999,Redespacho,6
MG,Guiricema,36525000,36529999,Redespacho,6
MG,Porto Firme,36568000,36569999,Redespacho,6
CE,Meruoca,62130000,62139999,Redespacho,8
CE,Mucambo,62170000,62179999,Redespacho,8
CE,Ararenda,62210000,62214999,Redespacho,7
CE,Amontada,62540000,62549999,Redespacho,5
CE,Uruburetama,62650000,62654999,Redespacho,7
RJ,Varre Sai,28375000,28375999,Redespacho,6
BA,Firmino Alves,45720000,45720999,Redespacho,7
BA,Anage,45180000,45180000,Redespacho,9
RJ,Itaocara,28570000,28570999,Redespacho,6
BA,Boa Nova,45250000,45254999,Redespacho,6
RJ,Aperibe,28495000,28495999,Redespacho,6
RJ,Cambuci,28430000,28430999,Redespacho,7
RJ,Cardoso Moreira,28180000,28180999,Redespacho,6
BA,Sao Jose Da Vitoria,45620000,45620999,Redespacho,7
BA,Jussari,45622000,45622000,Redespacho,9
CE,Umirim,62660000,62664999,Redespacho,7
CE,Sao Luis Do Curu,62665000,62669999,Redespacho,7
CE,Paracuru,62680000,62684999,Redespacho,7
CE,Itapiuna,62740000,62747999,Redespacho,5
CE,Aracoiaba,62750000,62754999,Redespacho,3
CE,Pacoti,62770000,62779999,Redespacho,5
CE,Choro,63950000,63959999,Redespacho,4
BA,Buerarema,45615000,45615999,Redespacho,5
PA,Santarem Novo,68720000,68720999,Redespacho,6
BA,Aurelino Leal,45675000,45675999,Redespacho,5
SC,Ipuacu,89832000,89832999,Interior,5
PI,Ilha Grande,64224000,64224999,Redespacho,4
MG,Ritapolis,36335000,36339999,Redespacho,5
MG,Sao Tiago,36350000,36359999,Redespacho,5
MG,Itutinga,36390000,36399999,Redespacho,6
BA,Itaquara,45340000,45344999,Redespacho,7
BA,Itaete,46790000,46790999,Redespacho,7
PR,Santa Maria Do Oeste,85230000,85239999,Redespacho,4
PR,Serranopolis Do Iguacu,85885000,85886999,Redespacho,4
PR,Goioxim,85162000,85167999,Redespacho,4
PR,Roncador,87320000,87324999,Redespacho,4
MG,Santa Barbara Do Monte Verde,36132000,36134999,Redespacho,6
MG,Vieiras,36895000,36899999,Redespacho,6
MG,Senador Modestino Goncalves,39190000,39199999,Redespacho,6
MG,Descoberto,36690000,36699999,Redespacho,6
MG,Belmiro Braga,36126000,36129999,Redespacho,6
MG,Senador Cortes,36650000,36650999,Redespacho,6
MG,Tapira,38185000,38189999,Redespacho,6
MG,Periquito,35118000,35119999,Redespacho,5
MG,Paiva,36195000,36199999,Redespacho,6
MG,Santa Rosa Da Serra,38805000,38809999,Redespacho,6
MG,Santana De Cataguases,36795000,36799999,Redespacho,6
MG,Silveirania,36185000,36189999,Redespacho,6
MG,Corrego Fundo,35568000,35568999,Redespacho,5
MG,Laranjal,36760000,36769999,Redespacho,6
MG,Piau,36157000,36159999,Redespacho,6
MG,Santana Do Garambeu,36146000,36147999,Redespacho,6
MG,Canaa,36592000,36593999,Redespacho,6
CE,Palmacia,62780000,62784999,Redespacho,5
CE,Salitre,63155000,63159999,Redespacho,8
CE,Altaneira,63195000,63199999,Redespacho,8
CE,Abaiara,63240000,63249999,Redespacho,8
CE,Lavras Da Mangabeira,63300000,63309999,Redespacho,5
CE,Umari,63310000,63319999,Redespacho,8
CE,Ipaumirim,63340000,63359999,Redespacho,8
CE,Cedro,63400000,63429999,Redespacho,3
CE,Catarina,63595000,63599999,Redespacho,5
CE,Deputado Irapuan Pinheiro,63645000,63649999,Redespacho,5
CE,Arneiroz,63670000,63679999,Redespacho,8
MG,Biquinhas,35621000,35621999,Redespacho,6
MG,Doresopolis,37926000,37926999,Redespacho,6
MG,Oliveira Fortes,36250000,36254999,Redespacho,6
MG,Agua Boa,39790000,39790999,Redespacho,6
MG,Santa Efigenia De Minas,39725000,39727999,Redespacho,5
MG,Antonio Prado De Minas,36850000,36854999,Redespacho,6
MG,Sericita,35368000,35369999,Redespacho,6
MG,Sao Geraldo Da Piedade,39723000,39724999,Redespacho,6
MG,Aracitaba,36255000,36259999,Redespacho,6
MG,Santa Rita Do Itueto,35225000,35229999,Redespacho,6
MG,Divino Das Laranjeiras,35265000,35269999,Redespacho,6
MG,Santana Do Deserto,36620000,36629999,Redespacho,6
MG,Francisco Dumont,39387000,39389999,Redespacho,6
MG,Sao Goncalo Do Abaete,38790000,38793999,Redespacho,6
MG,Pratinha,38960000,38960999,Redespacho,6
MG,Engenheiro Navarro,39363000,39364999,Redespacho,5
SP,Nantes,19645000,19645999,Redespacho,5
PB,Massaranduba,58120000,58120000,Redespacho,5
MG,Felicio Dos Santos,39180000,39184999,Redespacho,6
MG,Sao Sebastiao Da Vargem Alegre,36793000,36794999,Redespacho,6
MG,Cedro Do Abaete,35624000,35624999,Redespacho,6
MG,Simonesia,36930000,36930999,Redespacho,6
MG,Japonvar,39335000,39335999,Redespacho,7
MG,Douradoquara,38530000,38539999,Redespacho,7
MG,Medeiros,38930000,38949999,Redespacho,6
MG,Estrela Dalva,36725000,36729999,Redespacho,6
MG,Passa Vinte,37330000,37339999,Redespacho,6
MG,Rosario Da Limeira,36878000,36879999,Redespacho,6
MG,Tapirai,38980000,38989999,Redespacho,6
MG,Luisburgo,36923000,36924999,Redespacho,6
MG,Chale,36985000,36989999,Redespacho,6
MG,Olaria,36145000,36145999,Redespacho,6
MG,Simao Pereira,36123000,36125999,Redespacho,6
MG,Arapua,38860000,38860999,Redespacho,6
MG,Nacip Raydan,39718000,39719999,Redespacho,6
MG,Guarara,36606000,36607999,Redespacho,6
MG,Barao De Monte Alto,36870000,36877999,Redespacho,6
MG,Verissimo,38150000,38159999,Redespacho,7
MG,Guaraciama,39397000,39397999,Redespacho,6
MG,Coronel Pacheco,36155000,36156999,Redespacho,6
MG,Pedro Teixeira,36148000,36149999,Redespacho,6
MG,Itamarati De Minas,36788000,36789999,Redespacho,6
MG,Sao Joao Da Lagoa,39355000,39359999,Redespacho,7
MG,Juramento,39590000,39591999,Redespacho,7
MG,Cuparaque,35246000,35247999,Redespacho,7
MG,Leme Do Prado,39655000,39659999,Redespacho,6
MG,Sao Joao Do Manteninha,35277000,35277999,Redespacho,7
MG,Sao Jose Da Safira,39785000,39789999,Redespacho,6
MG,Rochedo De Minas,36604000,36605999,Redespacho,6
MG,Conceicao De Ipanema,36947000,36949999,Redespacho,6
MG,Taparuba,36953000,36954999,Redespacho,6
MG,Argirita,36710000,36719999,Redespacho,6
MG,Botumirim,39595000,39597999,Redespacho,7
MG,Ibiai,39350000,39354999,Redespacho,7
MG,Icarai De Minas,39318000,39319999,Redespacho,7
MG,Claraval,37997000,37997999,Redespacho,7
MG,Jequitai,39370000,39372999,Redespacho,6
MG,Sao Geraldo Do Baixio,35258000,35259999,Redespacho,6
MG,Santa Helena De Minas,39874000,39874999,Redespacho,7
MG,Santa Fe De Minas,39295000,39299999,Redespacho,7
MG,Umburatiba,39878000,39879999,Redespacho,7
MG,Pedras De Maria Da Cruz,39492000,39494999,Redespacho,7
MG,Santa Cruz De Salinas,39563000,39564999,Redespacho,7
MG,Salto Da Divisa,39925000,39927999,Redespacho,7
MG,Berilo,39640000,39641999,Redespacho,7
MG,Gameleiras,39505000,39507999,Redespacho,7
MG,Nova Belem,35298000,35299999,Redespacho,7
MG,Josenopolis,39575000,39579999,Redespacho,7
MG,Sao Romao,39290000,39294999,Redespacho,7
MG,Ubai,39320000,39327999,Redespacho,7
MS,Maracaju,79150000,79150999,Interior,7
MS,Maracaju,79152000,79152999,Interior,7
RJ,Rio Das Ostras,28890000,28899999,Redespacho,5
PA,Cameta,68400000,68400000,Redespacho,7
CE,Limoeiro Do Norte,62930000,62939999,Redespacho,7
BA,Sao Felipe,44550000,44550999,Interior,6
BA,Ipira,44600000,44600999,Interior,6
PE,Ouricuri,56200000,56209999,Redespacho,9
MA,Chapadinha,65500000,65504999,Redespacho,5
GO,Alexania,72930000,72939999,Redespacho,7
MG,Santo Antonio Do Monte,35560000,35560999,Redespacho,6
CE,Russas,62900001,62906999,Redespacho,7
MG,Oliveira,35540000,35540999,Redespacho,5
SE,Simao Dias,49480000,49480999,Redespacho,7
PB,Pombal,58840000,58840000,Redespacho,8
GO,Santa Helena De Goias,75920000,75924999,Redespacho,5
SP,Votuporanga,15500000,15514999,Interior,5
GO,Neropolis,75460000,75469999,Redespacho,7
BA,Mucuri,45930000,45939999,Redespacho,7
BA,Pojuca,48120000,48120999,Interior,6
BA,Tucano,48790000,48790999,Interior,7
GO,Inhumas,75400000,75409999,Redespacho,7
SC,Videira,89560000,89560999,Redespacho,7
GO,Niquelandia,76420000,76439999,Redespacho,7
GO,Alto Paraiso De Goias,73770000,73779999,Redespacho,7
GO,Silvania,75180000,75183999,Redespacho,7
PA,Santa Maria Do Para,68738000,68738999,Interior,6
RO,Seringueiras,76934000,76934999,Interior,8
AL,Olho Dagua Das Flores,57442000,57442999,Interior,7
MS,Terenos,79190000,79190970,Interior,4
PE,Afogados Da Ingazeira,56800000,56819999,Redespacho,9
AL,Ibateguara,57890000,57890999,Interior,7
MG,Sarzedo,32450000,32450999,Interior,4
RN,Sao Jose De Mipibu,59162000,59163999,Interior,6
MS,Fatima Do Sul,79700000,79700999,Interior,6
MS,Fatima Do Sul,79702000,79702999,Interior,6
PR,Colorado,86690000,86699999,Redespacho,7
PA,Bom Jesus Do Tocantins,68525000,68526999,Interior,6
MS,Aquidauana,79200000,79200973,Interior,6
CE,Marco,62560000,62569999,Interior,6
AL,Porto Calvo,57900000,57900999,Interior,7
MS,Rio Brilhante,79130000,79130999,Interior,7
MS,Rio Brilhante,79134000,79134999,Interior,7
BA,Feira Da Mata,46446000,46446999,Redespacho,8
PR,Juranda,87355000,87359999,Redespacho,5
PR,Ubirata,85440000,85449999,Redespacho,4
PR,Ibema,85478000,85484999,Redespacho,4
PR,Francisco Alves,87570000,87579999,Redespacho,4
PR,Tibagi,84300000,84319999,Redespacho,4
CE,Iraucuba,62620000,62629999,Redespacho,3
CE,Trairi,62690000,62699999,Redespacho,7
PR,Mariluz,87470000,87479999,Redespacho,6
PI,Demerval Lobao,64390000,64390999,Interior,7
BA,Alcobaca,45910000,45919999,Redespacho,7
PR,Alto Piquiri,87580000,87594999,Redespacho,6
BA,Ibirapua,45940000,45949999,Redespacho,7
PR,Cidade Gaucha,87820000,87829999,Redespacho,6
MG,Sao Thome Das Letras,37408000,37409999,Redespacho,6
MG,Carvalhopolis,37760000,37774999,Redespacho,6
MG,Ijaci,37218000,37219999,Redespacho,6
MG,Pouso Alto,37468000,37469999,Redespacho,6
CE,Parambu,63680000,63699999,Redespacho,8
CE,Novo Oriente,63740000,63749999,Redespacho,7
CE,Banabuiu,63960000,63969999,Redespacho,5
AL,Roteiro,57257000,57259999,Interior,7
MG,Paraopeba,35774000,35774999,Redespacho,5
PI,Esperantina,64180000,64180999,Redespacho,8
SC,Curitibanos,89520000,89520999,Redespacho,7
SC,Monte Carlo,89618000,89618999,Redespacho,7
MG,Augusto De Lima,39219000,39219999,Redespacho,5
MG,Ressaquinha,36270000,36271999,Redespacho,6
MG,Teixeiras,36580000,36584999,Redespacho,5
MG,Bras Pires,36542000,36543999,Redespacho,6
MG,Quartel Geral,35625000,35627999,Redespacho,6
SP,Pedrinhas Paulista,19865000,19865999,Redespacho,5
BA,Ibitita,44960000,44960999,Redespacho,8
MG,Jesuania,37485000,37487999,Redespacho,6
CE,Araripe,63170000,63179999,Redespacho,8
CE,Varzea Alegre,63540000,63559999,Redespacho,5
CE,Mombaca,63610000,63619999,Redespacho,4
CE,Independencia,63640000,63644999,Redespacho,7
BA,Remanso,47200000,47200999,Redespacho,8
AL,Pilar,57150000,57150999,Interior,7
RN,Extremoz,59575000,59577999,Interior,6
MG,Paracatu,38600000,38600999,Redespacho,7
PA,Breu Branco,68488000,68488000,Interior,8
BA,Pocoes,45260000,45260000,Redespacho,10
PE,Jucati,55398000,55399999,Redespacho,6
PE,Capoeiras,55365000,55365000,Redespacho,6
BA,Botupora,46570000,46570999,Redespacho,8
GO,Nova Roma,73820000,73824999,Redespacho,7
MG,Alfredo Vasconcelos,36272000,36274999,Redespacho,5
MG,Dores De Campos,36213000,36214999,Redespacho,5
SC,Aguas Mornas,88150000,88150999,Redespacho,5
SP,Echapora,19830000,19839999,Redespacho,5
MG,Santo Antonio Do Itambe,39160000,39164999,Redespacho,6
SP,Taruma,19820000,19829999,Redespacho,5
SP,Ipua,14610000,14619999,Redespacho,5
SC,Vidal Ramos,88443000,88443999,Interior,6
SC,Petrolandia,88430000,88430999,Interior,6
AL,Pindoba,57720000,57720999,Interior,7
AL,Feliz Deserto,57220000,57220999,Interior,7
AL,Olho Dagua Do Casado,57470000,57470999,Interior,9
AL,Olho Dagua Grande,57390000,57390999,Interior,9
SP,Americo Brasiliense,14820000,14824999,Interior,5
SE,Riachuelo,49130000,49130999,Interior,5
PE,Passira,55650000,55650000,Redespacho,6
PE,Rio Formoso,55570000,55577999,Redespacho,6
PE,Correntes,55315000,55315000,Redespacho,9
PE,Venturosa,55270000,55270000,Redespacho,9
PE,Brejo Da Madre De Deus,55170000,55170000,Redespacho,6
MG,Minas Novas,39650000,39650999,Redespacho,6
MG,Pirajuba,38210000,38210999,Redespacho,7
MG,Bonfinopolis De Minas,38650000,38650999,Redespacho,7
MG,Lagoa Grande,38755000,38755999,Redespacho,7
MG,Jenipapo De Minas,39645000,39645999,Redespacho,7
MG,Guarda Mor,38570000,38599999,Redespacho,7
MG,Monte Azul,39500000,39500999,Redespacho,7
MG,Manga,39460000,39464999,Redespacho,7
MG,Pai Pedro,39517000,39517999,Redespacho,7
MG,Rio Pardo De Minas,39530000,39530999,Redespacho,7
GO,Caturai,75430000,75430999,Redespacho,7
GO,Terezopolis De Goias,75175000,75179999,Redespacho,7
SC,Meleiro,88920000,88920999,Redespacho,5
MS,Eldorado,79970000,79970999,Interior,8
SC,Aguas Frias,89843000,89843999,Interior,5
PB,Alhandra,58320000,58320970,Redespacho,5
BA,Buritirama,47120000,47120999,Redespacho,9
MG,Senhora Dos Remedios,36275000,36279999,Redespacho,6
MG,Jequeri,35390000,35399999,Redespacho,6
MG,Alto Rio Doce,36260000,36260999,Redespacho,6
MG,Coimbra,36550000,36550999,Redespacho,5
MG,Tocantins,36512000,36512999,Redespacho,5
MG,Setubinha,39688000,39689999,Redespacho,6
MG,Sao Francisco Do Gloria,36810000,36814999,Redespacho,6
MG,Recreio,36740000,36749999,Redespacho,6
MG,Santo Antonio Do Aventureiro,36670000,36670999,Redespacho,6
MG,Bias Fortes,36230000,36234999,Redespacho,6
MG,Maripa De Minas,36608000,36609999,Redespacho,6
MG,Joaima,39890000,39890999,Redespacho,7
MG,Itueta,35220000,35224999,Redespacho,6
MG,Olhos Dagua,39398000,39399999,Redespacho,6
MG,Romaria,38520000,38520999,Redespacho,7
MG,Malacacheta,39690000,39690999,Redespacho,6
MG,Presidente Olegario,38750000,38750999,Redespacho,6
MG,Virgem Da Lapa,39630000,39630999,Redespacho,7
MG,Brasilandia De Minas,38779000,38779999,Redespacho,7
MG,Volta Grande,36720000,36724999,Redespacho,6
MG,Francisco Badaro,39644000,39644999,Redespacho,7
PR,Munhoz De Melo,86760000,86769999,Redespacho,8
PE,Santa Cruz Da Baixa Verde,56895000,56899999,Redespacho,9
PE,Saire,55695000,55699999,Redespacho,6
MT,Feliz Natal,78885000,78885000,Redespacho,9
PE,Saloa,55350000,55350000,Redespacho,9
PE,Tupanatinga,56540000,56549999,Redespacho,9
PE,Oroco,56170000,56179999,Redespacho,9
PE,Moreilandia,56150000,56159999,Redespacho,9
MT,Nova Monte Verde,78593000,78593000,Redespacho,9
SE,Riachao Do Dantas,49320000,49320999,Redespacho,6
MA,Sao Joao Batista,65225000,65229999,Redespacho,7
MA,Belagua,65535000,65539999,Redespacho,7
PB,Alhandra,58320971,58320972,Redespacho,5
MS,Coronel Sapucaia,79995000,79995999,Interior,8
SP,Viradouro,14740000,14740999,Redespacho,5
MG,Mendes Pimentel,35270000,35274999,Redespacho,6
SP,Lavinia,16850000,16879999,Interior,5
GO,Professor Jamil,75645000,75645999,Redespacho,7
MS,Rochedo,79450000,79450971,Interior,5
SE,Pacatuba,49970000,49970999,Redespacho,6
GO,Crominia,75635000,75635999,Redespacho,7
GO,Gameleira De Goias,75184000,75184999,Redespacho,7
MA,Altamira Do Maranhao,65310000,65314999,Redespacho,8
MG,Central De Minas,35260000,35260999,Redespacho,6
MG,Guarani,36160000,36160999,Redespacho,6
MG,Patrocinio Do Muriae,36860000,36869999,Redespacho,6
SP,Rafard,13370000,13370959,Redespacho,5
MA,Vila Nova Dos Martirios,65924000,65924999,Redespacho,8
MA,Ribamar Fiquene,65938000,65938999,Redespacho,7
MA,Sao Pedro Dos Crentes,65978000,65979999,Redespacho,8
MA,Lago Do Junco,65710000,65711999,Redespacho,7
MS,Corguinho,79460000,79469999,Redespacho,5
MA,Sambaiba,65830000,65839999,Redespacho,8
MA,Sao Francisco Do Brejao,65929000,65929999,Redespacho,8
MA,Jenipapo Dos Vieiras,65962000,65963999,Redespacho,8
MA,Bernardo Do Mearim,65723000,65724999,Redespacho,6
MA,Presidente Juscelino,65140000,65142999,Redespacho,6
MA,Sao Vicente Ferrer,65220000,65222999,Redespacho,6
MA,Luis Domingues,65290000,65291999,Redespacho,7
MA,Lago Verde,65705000,65705999,Redespacho,8
MA,Alcantara,65250000,65254999,Redespacho,8
MA,Goncalves Dias,65775000,65779999,Redespacho,7
SC,Galvao,89838000,89838999,Interior,8
MG,Sao Joao Do Paraiso,39540000,39540999,Redespacho,7
MG,Jordania,39920000,39920999,Redespacho,7
MG,Capinopolis,38360000,38369999,Redespacho,7
PR,Tupassi,85945000,85947999,Redespacho,5
SE,Siriri,49630000,49630999,Redespacho,6
SC,Marema,89860000,89860999,Interior,8
SP,Serra Azul,14230000,14230999,Redespacho,5
RN,Maxaranguape,59580000,59580999,Redespacho,6
RJ,Pirai,27195000,27195999,Redespacho,5
SP,Iacri,17680000,17680999,Interior,5
PB,Araruna,58233000,58233000,Redespacho,6
GO,Taquaral De Goias,76640000,76640999,Redespacho,7
SP,Tabatinga,14910000,14919999,Interior,5
SE,Feira Nova,49670000,49670999,Redespacho,6
PB,Boa Ventura,58993000,58993999,Redespacho,8
PB,Marizopolis,58819000,58819000,Redespacho,8
MA,Urbano Santos,65530000,65534999,Redespacho,6
MA,Bacuri,65270000,65271999,Redespacho,8
MA,Santana Do Maranhao,65555000,65559999,Redespacho,7
BA,Conceicao Do Almeida,44540000,44540999,Redespacho,5
SP,Pedra Bela,12990000,12994999,Redespacho,5
SP,Parapua,17730000,17730999,Interior,5
GO,Itaucu,75450000,75450999,Redespacho,7
SE,Nossa Senhora Aparecida,49540000,49540999,Redespacho,6
SE,Malhada Dos Bois,49940000,49940999,Redespacho,6
SP,Terra Roxa,14745000,14745999,Redespacho,5
SC,Riqueza,89895000,89895999,Interior,5
MA,Cidelandia,65921000,65921999,Redespacho,8
MA,Montes Altos,65936000,65936999,Redespacho,8
PB,Gurjao,58670000,58670000,Redespacho,6
SC,Sao Martinho,88765000,88765999,Redespacho,7
MA,Milagres Do Maranhao,65545000,65549999,Redespacho,7
MG,Antonio Dias,35178000,35178999,Redespacho,6
MG,Antonio Dias,35177000,35177999,Redespacho,6
MG,Pingo Dagua,35348000,35348999,Redespacho,6
SP,Itirapina,13530000,13536999,Interior,6
GO,Sao Miguel Do Passa Quatro,75185000,75185999,Redespacho,7
MG,Bugre,35193000,35193999,Redespacho,6
PB,Sertaozinho,58268000,58268000,Redespacho,7
PB,Juazeirinho,58660000,58660000,Redespacho,8
PR,Sao Joao Do Caiua,87740000,87749999,Redespacho,6
RJ,Pirai,27175000,27175999,Redespacho,5
SC,Alto Bela Vista,89730000,89730999,Redespacho,9
PI,Barro Duro,64455000,64455999,Interior,7
PA,Brejo Grande Do Araguaia,68521000,68522999,Redespacho,8
SP,Monteiro Lobato,12250000,12259999,Redespacho,5
GO,Americano Do Brasil,76165000,76165999,Redespacho,7
GO,Turvania,76110000,76110999,Redespacho,7
PR,Grandes Rios,86845000,86845999,Redespacho,7
GO,Palminopolis,75990000,75990999,Redespacho,7
TO,Brejinho De Nazare,77560000,77564999,Redespacho,6
RJ,Arraial Do Cabo,28930000,28930999,Interior,4
PR,Lidianopolis,86865000,86865999,Redespacho,4
RJ,Sao Joao Da Barra,28200000,28200999,Redespacho,8
PR,Guairaca,87880000,87889999,Redespacho,6
SP,Santa Mercedes,17940000,17940999,Interior,5
PB,Sao Joao Do Rio Do Peixe,58910000,58910000,Redespacho,9
PB,Condado,58714000,58714000,Redespacho,8
RO,Teixeiropolis,76928000,76928999,Redespacho,8
SP,Ribeirao Do Sul,19930000,19939999,Redespacho,6
RN,Sitio Novo,59440000,59440999,Redespacho,6
PB,Aguiar,58778000,58778000,Redespacho,9
PB,Santa Ines,58978000,58978000,Redespacho,11
PB,Santo Andre,58675000,58675000,Redespacho,6
SP,Presidente Alves,16670000,16670999,Redespacho,5
SP,Ubirajara,17440001,17449999,Redespacho,6
SP,Pratania,18660000,18669999,Interior,5
SP,Borborema,14955000,14959999,Redespacho,5
PB,Pedra Lavrada,58180000,58180000,Redespacho,6
PB,Logradouro,58254000,58254000,Redespacho,7
SE,Telha,49910000,49910999,Redespacho,6
SE,Itabi,49870000,49870999,Redespacho,7
PI,Hugo Napoleao,64470000,64470999,Redespacho,8
SP,Tapiratiba,13760000,13760999,Redespacho,5
SC,Benedito Novo,89124000,89124999,Redespacho,6
BA,Teolandia,45465000,45465999,Redespacho,6
MG,Cabo Verde,37880000,37889999,Redespacho,6
SP,Sao Sebastiao Da Grama,13790000,13799999,Interior,6
SC,Ipira,89669000,89669999,Redespacho,8
RN,Parazinho,59586000,59587999,Redespacho,6
PB,Coxixola,58588000,58588000,Redespacho,6
PR,Figueira,84285000,84285999,Redespacho,4
AP,Ferreira Gomes,68915000,68915000,Interior,6
SP,Pauliceia,17990000,17990999,Interior,5
BA,Manoel Vitorino,45240000,45240999,Redespacho,7
SC,Tunapolis,89898000,89898999,Interior,9
SP,Santo Antonio De Posse,13830001,13834999,Redespacho,4
MG,Ouro Verde De Minas,39855000,39859999,Redespacho,7
SP,Herculandia,17650000,17650999,Interior,5
SP,Guaicara,16430000,16430999,Interior,5
SC,Sao Joao Do Itaperiu,88395000,88395999,Redespacho,6
PR,Planaltina Do Parana,87860000,87879999,Redespacho,6
PI,Angical Do Piaui,64410000,64410999,Redespacho,8
PR,Guapirama,86465000,86465999,Redespacho,4
RO,Parecis,76979000,76979999,Interior,7
SC,Rio Dos Cedros,89121000,89121999,Redespacho,6
PR,Ariranha Do Ivai,86880000,86880999,Redespacho,4
PB,Nova Palmeira,58184000,58184000,Redespacho,6
MG,Senhora Do Porto,39745000,39749999,Redespacho,5
MG,Dores De Guanhaes,35894000,35899999,Redespacho,6
SP,Laranjal Paulista,18500000,18519999,Redespacho,5
BA,Milagres,45315000,45315999,Redespacho,7
PE,Orobo,55745000,55749999,Redespacho,5
PR,Santa Cruz De Monte Castelo,87920000,87929999,Redespacho,6
RN,Fernando Pedroza,59517000,59517999,Redespacho,6
PE,Lagoa Do Itaenga,55840000,55844999,Redespacho,5
MG,Itaipe,39815000,39815999,Redespacho,7
GO,Marzagao,75670000,75670999,Redespacho,7
PR,Imbau,84250000,84250999,Redespacho,4
BA,Wenceslau Guimaraes,45460000,45460999,Redespacho,6
GO,Aurilandia,76120000,76120999,Redespacho,7
GO,Rio Quente,75667000,75669999,Redespacho,7
MG,Capim Branco,35730000,35730999,Interior,4
MG,Cachoeira Da Prata,35765000,35765999,Redespacho,6
MG,Fortuna De Minas,35760000,35760999,Redespacho,6
SP,Cordeiropolis,13490000,13490999,Interior,5
MG,Santana De Pirapama,35785000,35788999,Redespacho,6
MG,Presidente Kubitschek,39135000,39139999,Redespacho,5
MG,Caranaiba,36428000,36429999,Redespacho,6
MG,Piedade Dos Gerais,35476000,35477999,Redespacho,6
MG,Sao Sebastiao Do Oeste,35567000,35567999,Redespacho,6
MG,Catuji,39816000,39816999,Redespacho,7
BA,Tanquinho,44160000,44160999,Redespacho,5
RN,Cruzeta,59375000,59377999,Redespacho,7
SP,Cosmorama,15530000,15530999,Interior,5
SP,Guaraci,15420000,15420999,Interior,5
SP,Nova Alianca,15210000,15210999,Interior,4
BA,Iacu,46860000,46860999,Redespacho,7
SP,Balsamo,15140000,15140999,Interior,4
BA,Baixa Grande,44620000,44620999,Redespacho,7
PR,Bom Sucesso,86940000,86944999,Redespacho,8
SP,Bento De Abreu,16790000,16799999,Interior,5
SC,Ouro Verde,89834000,89834999,Redespacho,5
CE,Quixere,62920000,62929999,Redespacho,7
RN,Santana Do Matos,59520000,59520999,Redespacho,7
SC,Painel,88543000,88543999,Redespacho,7
SP,Sao Miguel Arcanjo,18230000,18239999,Redespacho,5
RN,Tenente Laurentino Cruz,59338000,59338999,Redespacho,7
RN,Sao Vicente,59340000,59340999,Redespacho,7
SC,Abdon Batista,89636000,89636000,Interior,9
SP,Marapoama,15845000,15845999,Interior,5
GO,Jaupaci,76210000,76210999,Redespacho,7
GO,Nova Aurora,75750000,75750999,Redespacho,7
SP,Sete Barras,11910000,11919999,Redespacho,5
RN,Ipanguacu,59508000,59508999,Redespacho,7
GO,Castelandia,75925000,75925999,Redespacho,7
SP,Santa Adelia,15950000,15950999,Interior,5
SP,Santa Adelia,15953000,15953999,Interior,5
BA,Sao Domingos,48895000,48895999,Redespacho,7
BA,Banzae,48405000,48405999,Redespacho,7
SC,Campo Belo Do Sul,88580000,88584999,Interior,7
SC,Ita,89760000,89760999,Redespacho,6
PB,Aroeiras,58489000,58489000,Redespacho,5
RN,Equador,59355000,59355999,Redespacho,7
PI,Cocal Dos Alves,64238000,64238999,Redespacho,7
CE,Pereiro,63460000,63469999,Redespacho,7
SC,Iomere,89558000,89558999,Redespacho,7
SP,Avanhandava,16360000,16360999,Interior,5
SP,Sud Mennucci,15360000,15360999,Interior,6
SP,Macedonia,15620000,15620999,Interior,6
PR,Sao Carlos Do Ivai,87770000,87779999,Redespacho,6
SP,Magda,15310000,15310999,Interior,5
CE,Jaguaribara,63490000,63499999,Redespacho,7
GO,Diorama,76260000,76260999,Redespacho,7
PR,Boa Esperanca,87390000,87394999,Redespacho,4
SP,Pedranopolis,15630000,15630999,Interior,5
SP,Palmeira Doeste,15720000,15720999,Interior,6
SP,Santo Antonio Do Aracangua,16130000,16130999,Interior,6
MG,Gonzaga,39720000,39722999,Redespacho,6
SP,Jaci,15155000,15155999,Interior,4
SP,Ipigua,15108000,15108999,Interior,4
TO,Presidente Kennedy,77745000,77749999,Redespacho,7
BA,Antas,48420000,48420999,Redespacho,9
BA,Ichu,48725000,48725999,Redespacho,6
SP,Orindiuva,15480000,15480999,Redespacho,5
GO,Nova America,76345000,76345999,Redespacho,7
SP,Mirassolandia,15145000,15145999,Interior,4
BA,Sao Felix,44360000,44360999,Interior,5
