UF,Cidade,CEP Inicial,CEP Final,Tipo,Prazo
RS,Aratiba,99770000,99789999,Redespacho,5
RS,Marcelino Ramos,99800000,99809999,Redespacho,6
RS,Erval Grande,99750000,99759999,Redespacho,5
RS,Cruzaltense,99665000,99669999,Redespacho,6
RS,Carlos Gomes,99825000,99829999,Redespacho,6
RS,Faxinalzinho,99655000,99659999,Redespacho,6
RS,Jacutinga,99730000,99734999,Redespacho,5
RS,Sao Valentim,99640000,99644999,Redespacho,6
RS,Viadutos,99820000,99824999,Redespacho,5
RS,Gramado,95670000,95679999,Interior,4
RS,Canela,95680000,95689999,Capital,3
RS,Mampituba,95572000,95574999,Redespacho,7
RS,Vale Real,95778000,95779999,Redespacho,6
RS,Santo Antonio Da Patrulha,95500000,95514999,Redespacho,7
RS,Glorinha,94380000,94399999,Redespacho,7
RS,Alvorada,94800000,94889999,Interior,4
RS,Viamao,94400000,94729999,Redespacho,5
RS,Dom Pedro De Alcantara,95568000,95571999,Redespacho,7
RS,Morrinhos Do Sul,95577000,95579999,Redespacho,7
RS,Tres Cachoeiras,95580000,95584999,Redespacho,7
RS,Arroio Do Sal,95585000,95587999,Redespacho,7
RS,Terra De Areia,95535000,95537999,Redespacho,7
RS,Itati,95538000,95539999,Redespacho,7
RS,Capao Da Canoa,95555000,95559999,Redespacho,7
RS,Xangri La,95588000,95589999,Redespacho,7
RS,Sinimbu,96890000,96899999,Redespacho,6
RS,Fagundes Varela,95333000,95333999,Redespacho,6
RS,Amaral Ferrador,96635000,96639999,Redespacho,6
RS,Barao Do Triunfo,96735000,96739999,Redespacho,5
RS,Uniao Da Serra,99215000,99219999,Redespacho,7
RS,Sao Jorge,95365000,95365999,Redespacho,7
RS,Lagoao,99340000,99344999,Redespacho,7
RS,Ibiaca,99940000,99949999,Redespacho,7
RS,Capao Do Leao,96160000,96160999,Redespacho,7
RS,Lagoa Dos Tres Cantos,99495000,99499999,Redespacho,7
RS,Monte Belo Do Sul,95718000,95719999,Redespacho,6
RS,Garibaldi,95720001,95725999,Redespacho,4
RS,Garibaldi,95720000,95720000,Redespacho,4
RS,Bento Goncalves,95700000,95714999,Capital,3
RS,Nova Bassano,95340000,95344999,Redespacho,6
RS,Nova Prata,95320000,95324999,Redespacho,6
RS,Vila Flores,95334000,95334999,Redespacho,6
RS,Veranopolis,95330000,95332999,Redespacho,6
RS,Barao,95730000,95734999,Redespacho,6
RS,Pinto Bandeira,95717000,95717999,Redespacho,6
RS,Carlos Barbosa,95185000,95185000,Redespacho,6
RS,Aurea,99835000,99837999,Redespacho,5
RS,Ponte Preta,99735000,99739999,Redespacho,5
RS,Tres Arroios,99725000,99729999,Redespacho,5
RS,Paulo Bento,99718000,99719999,Redespacho,5
RS,Barao De Cotegipe,99740000,99749999,Capital,4
RS,Campinas Do Sul,99660000,99664999,Redespacho,5
RS,Cachoeira Do Sul,96500000,96529999,Redespacho,6
RS,Porto Alegre,91740000,91750059,Capital,3
RS,Canoas,92000000,92479999,Capital,3
RS,Nova Santa Rita,92480000,92480999,Interior,3
RS,Sapucaia Do Sul,93200000,93249999,Interior,3
RS,Ivoti,93900000,93900999,Interior,4
RS,Estancia Velha,93600000,93600999,Interior,4
RS,Panambi,98280000,98280999,Capital,4
RS,Sapiranga,93800000,93879999,Capital,4
RS,Campo Bom,93700000,93799999,Capital,3
RS,Montenegro,92510001,92539999,Capital,3
RS,Dois Irmaos,93950000,93950999,Interior,4
RS,Sao Sepe,97340000,97340999,Redespacho,7
RS,Nova Palma,97250000,97279999,Redespacho,7
RS,Taquari,95860000,95862999,Redespacho,5
RS,Sao Jeronimo,96700000,96700999,Redespacho,4
RS,Lindolfo Collor,93940000,93944999,Redespacho,4
RS,Charqueadas,96745000,96745999,Redespacho,4
RS,Catuipe,98770000,98779999,Interior,6
RS,Augusto Pestana,98740000,98749999,Interior,6
RS,Coronel Barros,98735000,98739999,Interior,6
RS,Ijui,98700000,98732999,Capital,4
RS,Cruz Alta,98000000,98115999,Interior,6
RS,Montauri,99255000,99259999,Redespacho,7
RS,Guabiju,95355000,95359999,Redespacho,7
RS,Cerro Branco,96535000,96539999,Redespacho,7
RS,Benjamin Constant Do Sul,99650000,99654999,Redespacho,6
RS,Mariano Moro,99790000,99794999,Redespacho,5
RS,Itatiba Do Sul,99760000,99769999,Redespacho,6
RS,Floriano Peixoto,99910000,99919999,Redespacho,6
RS,Centenario,99838000,99839999,Redespacho,6
RS,Barra Do Rio Azul,99795000,99799999,Redespacho,5
RS,Vera Cruz,96880000,96887999,Redespacho,5
RS,Sao Valentim Do Sul,99240000,99249999,Redespacho,6
RS,Imbe,95625000,95629999,Redespacho,7
RS,Tramandai,95590000,95594999,Redespacho,7
RS,Maquine,95530000,95534999,Redespacho,7
RS,Osorio,95520000,95529999,Redespacho,7
RS,Cachoeirinha,94900000,94999999,Capital,3
RS,Itaqui,97650000,97650999,Redespacho,7
RS,Uruguaiana,97500001,97514999,Capital,4
RS,Barra Do Quarai,97538000,97538999,Redespacho,6
RS,Balneario Pinhal,95599000,95599999,Redespacho,5
RS,Carlos Barbosa,95185001,95189999,Redespacho,6
RS,Porto Alegre,91750071,91750132,Capital,3
RS,Porto Alegre,91780900,91781010,Capital,3
RS,Porto Alegre,91780800,91780899,Capital,3
RS,Porto Alegre,91780640,91780715,Capital,3
RS,Porto Alegre,91780716,91780799,Capital,3
RS,Porto Alegre,91781011,91899999,Capital,3
RS,Porto Alegre,91770001,91770001,Capital,3
RS,Porto Alegre,91770002,91779999,Capital,3
RS,Porto Alegre,91780471,91780639,Capital,3
RS,Porto Alegre,91780000,91780470,Capital,3
RS,Porto Alegre,91760000,91770000,Capital,3
RS,Porto Alegre,91752000,91759999,Capital,3
BA,Gandu,45450000,45450999,Redespacho,6
BA,Piata,46765000,46765999,Redespacho,8
BA,Xique Xique,47400000,47439999,Redespacho,8
BA,Canavieiras,45860000,45860999,Redespacho,8
BA,Macaubas,46500000,46500999,Redespacho,8
BA,Iraquara,46980000,46980999,Redespacho,8
BA,Jacaraci,46310000,46310999,Redespacho,8
BA,Morro Do Chapeu,44850000,44850999,Redespacho,8
RS,Nova Ramada,98758000,98758999,Redespacho,6
RS,Joia,98180000,98199999,Redespacho,6
RS,Linha Nova,95768000,95769999,Redespacho,5
RS,Porto Alegre,91750200,91751999,Capital,3
RS,Porto Alegre,91750133,91750199,Capital,3
RS,Porto Alegre,91900000,91929999,Capital,3
RS,Porto Alegre,91930000,91999999,Capital,3
RS,Porto Alegre,91200000,91739999,Capital,3
RS,Porto Alegre,91100000,91199999,Capital,3
ES,Vitoria,29090831,29090834,Capital,3
ES,Vitoria,29090270,29090270,Capital,3
ES,Vitoria,29090260,29090260,Capital,3
SP,Piracicaba,13400000,13401855,Capital,3
ES,Vitoria,29090250,29090250,Capital,3
ES,Vitoria,29090042,29090042,Capital,3
ES,Vitoria,29090040,29090040,Capital,3
ES,Vitoria,29090037,29090037,Capital,3
ES,Vitoria,29060110,29060110,Capital,3
ES,Vitoria,29090490,29090490,Capital,3
ES,Vitoria,29090480,29090480,Capital,3
ES,Vitoria,29090470,29090470,Capital,3
ES,Vitoria,29090560,29090560,Capital,3
ES,Vitoria,29090680,29090680,Capital,3
ES,Vitoria,29090670,29090670,Capital,3
ES,Vitoria,29090660,29090661,Capital,3
ES,Vitoria,29092035,29092035,Capital,3
SP,Piracicaba,13401856,13401891,Redespacho,3
ES,Vitoria,29090120,29090121,Capital,3
ES,Vitoria,29090841,29090844,Capital,3
ES,Vitoria,29090110,29090110,Capital,3
ES,Vitoria,29090108,29090108,Capital,3
ES,Vitoria,29090350,29090350,Capital,3
ES,Vitoria,29090340,29090340,Capital,3
ES,Vitoria,29090550,29090550,Capital,3
ES,Vitoria,29060650,29060650,Capital,3
ES,Vitoria,29060510,29060510,Capital,3
ES,Vitoria,29060500,29060500,Capital,3
ES,Vitoria,29060280,29060280,Capital,3
ES,Vitoria,29060270,29060270,Capital,3
ES,Vitoria,29090846,29090849,Capital,3
ES,Vitoria,29060260,29060260,Capital,3
ES,Vitoria,29092291,29099999,Capital,3
ES,Vitoria,29060131,29060139,Capital,3
ES,Vitoria,29060711,29060719,Capital,3
ES,Vitoria,29090527,29090527,Capital,3
ES,Vitoria,29090525,29090525,Capital,3
ES,Vitoria,29055460,29055460,Capital,3
RJ,Petropolis,25600001,25724999,Capital,3
ES,Vitoria,29090520,29090520,Capital,3
ES,Vitoria,29090510,29090510,Capital,3
ES,Vitoria,29055570,29055570,Capital,3
ES,Vitoria,29060731,29060739,Capital,3
ES,Vitoria,29060100,29060100,Capital,3
SP,Piracicaba,13401892,13402109,Capital,3
ES,Vitoria,29092060,29092060,Capital,3
ES,Vitoria,29060130,29060130,Capital,3
ES,Vitoria,29060480,29060480,Capital,3
ES,Vitoria,29060490,29060490,Capital,3
ES,Vitoria,29090700,29090700,Capital,3
ES,Vitoria,29090710,29090710,Capital,3
ES,Vitoria,29090720,29090720,Capital,3
ES,Vitoria,29090280,29090280,Capital,3
ES,Vitoria,29090290,29090290,Capital,3
ES,Vitoria,29092101,29092109,Capital,3
ES,Vitoria,29090730,29090730,Capital,3
ES,Vitoria,29090430,29090430,Capital,3
SP,Piracicaba,13402110,13402127,Redespacho,3
ES,Vitoria,29090440,29090440,Capital,3
RJ,Petropolis,25725000,25725500,Interior,3
ES,Vitoria,29092075,29092075,Capital,3
ES,Vitoria,29090320,29090320,Capital,3
ES,Vitoria,29090330,29090330,Capital,3
ES,Vitoria,29090401,29090409,Capital,3
ES,Vitoria,29060171,29060179,Capital,3
ES,Vitoria,29060161,29060169,Capital,3
ES,Vitoria,29060741,29060749,Capital,3
ES,Vitoria,29060201,29060209,Capital,3
ES,Vitoria,29060051,29060059,Capital,3
ES,Vitoria,29090371,29090379,Capital,3
ES,Vitoria,29090361,29090369,Capital,3
ES,Vitoria,29090351,29090359,Capital,3
ES,Vitoria,29090690,29090690,Capital,3
ES,Vitoria,29090791,29090799,Capital,3
ES,Vitoria,29090381,29090389,Capital,3
ES,Vitoria,29090421,29090429,Capital,3
ES,Vitoria,29090411,29090419,Capital,3
ES,Vitoria,29060831,29060839,Capital,3
ES,Vitoria,29060841,29065009,Capital,3
ES,Vitoria,29090201,29090209,Capital,3
ES,Vitoria,29090801,29090809,Capital,3
ES,Vitoria,29092086,29092089,Capital,3
ES,Vitoria,29060691,29060699,Capital,3
ES,Vitoria,29060681,29060689,Capital,3
ES,Vitoria,29060671,29060679,Capital,3
ES,Vitoria,29060151,29060159,Capital,3
ES,Vitoria,29060141,29060149,Capital,3
ES,Vitoria,29055781,29055789,Capital,3
ES,Vitoria,29055771,29055779,Capital,3
ES,Vitoria,29055761,29055769,Capital,3
ES,Vitoria,29092141,29092149,Capital,3
ES,Vitoria,29090026,29090026,Capital,3
ES,Vitoria,29090023,29090024,Capital,3
ES,Vitoria,29090581,29090584,Capital,3
ES,Vitoria,29090016,29090019,Capital,3
ES,Vitoria,29092281,29092289,Capital,3
ES,Vitoria,29092271,29092279,Capital,3
ES,Vitoria,29092070,29092070,Capital,3
ES,Vitoria,29092065,29092065,Capital,3
ES,Vitoria,29090460,29090460,Capital,3
ES,Vitoria,29090450,29090450,Capital,3
ES,Vitoria,29092030,29092030,Capital,3
ES,Vitoria,29092025,29092025,Capital,3
ES,Vitoria,29060120,29060120,Capital,3
SP,Piracicaba,13402128,13402191,Capital,3
ES,Vitoria,29090540,29090540,Capital,3
ES,Vitoria,29090530,29090530,Capital,3
ES,Vitoria,29090123,29090123,Capital,3
ES,Vitoria,29090035,29090035,Capital,3
ES,Vitoria,29090586,29090589,Capital,3
SP,Piracicaba,13402192,13402198,Redespacho,3
ES,Vitoria,29092221,29092229,Capital,3
ES,Vitoria,29092231,29092239,Capital,3
ES,Vitoria,29090221,29090229,Capital,3
ES,Vitoria,29060821,29060829,Capital,3
ES,Vitoria,29090601,29090609,Capital,3
ES,Vitoria,29090611,29090614,Capital,3
ES,Vitoria,29090811,29090819,Capital,3
ES,Vitoria,29090821,29090829,Capital,3
ES,Vitoria,29090561,29090569,Capital,3
ES,Vitoria,29055251,29055254,Capital,3
ES,Vitoria,29055256,29055284,Capital,3
ES,Vitoria,29090731,29090734,Capital,3
ES,Vitoria,29055651,29055729,Capital,3
ES,Vitoria,29090211,29090219,Capital,3
ES,Vitoria,29055591,29055599,Capital,3
SP,Piracicaba,13402199,13402599,Capital,3
ES,Vitoria,29055601,29055604,Capital,3
ES,Vitoria,29060752,29060759,Capital,3
ES,Vitoria,29060761,29060774,Capital,3
ES,Vitoria,29055171,29055199,Capital,3
ES,Vitoria,29090571,29090579,Capital,3
ES,Vitoria,29092036,29092039,Capital,3
ES,Vitoria,29060081,29060089,Capital,3
ES,Vitoria,29060071,29060079,Capital,3
ES,Vitoria,29090781,29090789,Capital,3
ES,Vitoria,29092241,29092259,Capital,3
ES,Vitoria,29092261,29092269,Capital,3
ES,Vitoria,29055581,29055589,Capital,3
ES,Vitoria,29060791,29060799,Capital,3
ES,Vitoria,29060801,29060809,Capital,3
ES,Vitoria,29055231,29055249,Capital,3
ES,Vitoria,29055201,29055209,Capital,3
ES,Vitoria,29055211,29055211,Capital,3
ES,Vitoria,29092151,29092159,Capital,3
RJ,Petropolis,25725501,25740289,Capital,3
ES,Vitoria,29092171,29092179,Capital,3
ES,Vitoria,29060371,29060389,Capital,3
ES,Vitoria,29055291,29055309,Capital,3
ES,Vitoria,29090621,29090629,Capital,3
ES,Vitoria,29090046,29090046,Capital,3
ES,Vitoria,29090051,29090051,Capital,3
ES,Vitoria,29090053,29090059,Capital,3
ES,Vitoria,29092051,29092054,Capital,3
ES,Vitoria,29090124,29090129,Capital,3
ES,Vitoria,29090031,29090031,Capital,3
ES,Vitoria,29090028,29090029,Capital,3
ES,Vitoria,29055321,29055329,Capital,3
ES,Vitoria,29090736,29090739,Capital,3
ES,Vitoria,29090746,29090749,Capital,3
ES,Vitoria,29060091,29060099,Capital,3
ES,Vitoria,29090616,29090619,Capital,3
ES,Vitoria,29090033,29090034,Capital,3
ES,Vitoria,29055802,29057239,Capital,3
ES,Vitoria,29057241,29057319,Capital,3
ES,Vitoria,29090048,29090049,Capital,3
ES,Vitoria,29090151,29090169,Capital,3
ES,Vitoria,29060781,29060789,Capital,3
ES,Vitoria,29090181,29090189,Capital,3
ES,Vitoria,29090191,29090199,Capital,3
ES,Vitoria,29060036,29060039,Capital,3
ES,Vitoria,29060041,29060049,Capital,3
ES,Vitoria,29090291,29090299,Capital,3
ES,Vitoria,29055221,29055224,Capital,3
ES,Vitoria,29060456,29060459,Capital,3
ES,Vitoria,29060461,29060469,Capital,3
ES,Vitoria,29060471,29060479,Capital,3
ES,Vitoria,29060481,29060489,Capital,3
ES,Vitoria,29090271,29090279,Capital,3
ES,Vitoria,29090631,29090634,Capital,3
ES,Vitoria,29090636,29090649,Capital,3
ES,Vitoria,29090281,29090289,Capital,3
ES,Vitoria,29090651,29090659,Capital,3
ES,Vitoria,29090751,29090759,Capital,3
ES,Vitoria,29092161,29092169,Capital,3
ES,Vitoria,29060181,29060189,Capital,3
ES,Vitoria,29092131,29092139,Capital,3
ES,Vitoria,29090851,29090869,Capital,3
ES,Vitoria,29090871,29090879,Capital,3
ES,Vitoria,29090881,29092009,Capital,3
ES,Vitoria,29092011,29092019,Capital,3
ES,Vitoria,29090122,29090122,Capital,3
ES,Vitoria,29055421,29055429,Capital,3
ES,Vitoria,29055431,29055449,Capital,3
ES,Vitoria,29060301,29060349,Capital,3
ES,Vitoria,29055731,29055739,Capital,3
ES,Vitoria,29055311,29055319,Capital,3
ES,Vitoria,29055751,29055759,Capital,3
ES,Vitoria,29060811,29060819,Capital,3
ES,Vitoria,29060018,29060019,Capital,3
ES,Vitoria,29060351,29060369,Capital,3
ES,Vitoria,29060026,29060029,Capital,3
ES,Vitoria,29060511,29060649,Capital,3
ES,Vitoria,29060651,29060659,Capital,3
ES,Vitoria,29090741,29090744,Capital,3
ES,Vitoria,29090136,29090139,Capital,3
ES,Vitoria,29090141,29090149,Capital,3
ES,Vitoria,29090691,29090699,Capital,3
ES,Vitoria,29090701,29090709,Capital,3
ES,Vitoria,29090711,29090719,Capital,3
ES,Vitoria,29090391,29090399,Capital,3
ES,Vitoria,29060661,29060669,Capital,3
ES,Vitoria,29060031,29060034,Capital,3
ES,Vitoria,29092111,29092119,Capital,3
ES,Vitoria,29090331,29090339,Capital,3
ES,Vitoria,29092081,29092084,Capital,3
ES,Vitoria,29090101,29090107,Capital,3
ES,Vitoria,29055411,29055419,Capital,3
ES,Vitoria,29090111,29090119,Capital,3
ES,Vitoria,29090528,29090529,Capital,3
ES,Vitoria,29090531,29090539,Capital,3
ES,Vitoria,29055401,29055409,Capital,3
ES,Vitoria,29055361,29055399,Capital,3
ES,Vitoria,29055331,29055359,Capital,3
ES,Vitoria,29060701,29060709,Capital,3
ES,Vitoria,29060111,29060119,Capital,3
ES,Vitoria,29060121,29060129,Capital,3
ES,Vitoria,29092021,29092024,Capital,3
ES,Vitoria,29090311,29090319,Capital,3
ES,Vitoria,29092091,29092099,Capital,3
ES,Vitoria,29090036,29090036,Capital,3
ES,Vitoria,29090041,29090041,Capital,3
ES,Vitoria,29090043,29090044,Capital,3
ES,Vitoria,29092201,29092209,Capital,3
ES,Vitoria,29092191,29092199,Capital,3
ES,Vitoria,29092181,29092189,Capital,3
ES,Vitoria,29090231,29090239,Capital,3
ES,Vitoria,29090431,29090439,Capital,3
ES,Vitoria,29060721,29060729,Capital,3
ES,Vitoria,29090836,29090839,Capital,3
ES,Vitoria,29090461,29090469,Capital,3
ES,Vitoria,29092066,29092069,Capital,3
ES,Vitoria,29092071,29092074,Capital,3
ES,Vitoria,29090061,29090079,Capital,3
ES,Vitoria,29090081,29090089,Capital,3
ES,Vitoria,29060061,29060069,Capital,3
ES,Vitoria,29055611,29055619,Capital,3
ES,Vitoria,29055621,29055629,Capital,3
ES,Vitoria,29055631,29055649,Capital,3
ES,Vitoria,29090021,29090021,Capital,3
ES,Vitoria,29055461,29055569,Capital,3
ES,Vitoria,29065052,29065059,Capital,3
ES,Vitoria,29090501,29090509,Capital,3
ES,Vitoria,29090511,29090519,Capital,3
ES,Vitoria,29090521,29090524,Capital,3
ES,Vitoria,29060211,29060259,Capital,3
ES,Vitoria,29060261,29060269,Capital,3
ES,Vitoria,29060271,29060279,Capital,3
ES,Vitoria,29060281,29060289,Capital,3
ES,Vitoria,29060501,29060509,Capital,3
ES,Vitoria,29092031,29092034,Capital,3
ES,Vitoria,29090132,29090134,Capital,3
ES,Vitoria,29000000,29045219,Capital,3
ES,Vitoria,29060776,29060779,Capital,3
ES,Vitoria,29060441,29060444,Capital,3
ES,Vitoria,29060291,29060299,Capital,3
ES,Vitoria,29060191,29060199,Capital,3
ES,Vitoria,29092076,29092079,Capital,3
ES,Vitoria,29060416,29060419,Capital,3
ES,Vitoria,29060421,29060429,Capital,3
ES,Vitoria,29060431,29060439,Capital,3
ES,Vitoria,29055791,29055800,Capital,3
ES,Vitoria,29090526,29090526,Capital,3
ES,Vitoria,29090591,29090599,Capital,3
ES,Vitoria,29090251,29090259,Capital,3
ES,Vitoria,29092211,29092219,Capital,3
ES,Vitoria,29092061,29092064,Capital,3
ES,Vitoria,29060491,29060499,Capital,3
ES,Vitoria,29090761,29090769,Capital,3
ES,Vitoria,29090771,29090779,Capital,3
ES,Vitoria,29090171,29090179,Capital,3
ES,Vitoria,29090091,29090099,Capital,3
ES,Vitoria,29060446,29060449,Capital,3
ES,Vitoria,29090671,29090679,Capital,3
ES,Vitoria,29060451,29060454,Capital,3
ES,Vitoria,29090301,29090309,Capital,3
ES,Vitoria,29060101,29060109,Capital,3
ES,Vitoria,29092026,29092029,Capital,3
ES,Vitoria,29092041,29092049,Capital,3
ES,Vitoria,29092056,29092059,Capital,3
ES,Vitoria,29055286,29055289,Capital,3
ES,Vitoria,29055741,29055749,Capital,3
ES,Vitoria,29060015,29060016,Capital,3
ES,Vitoria,29060021,29060024,Capital,3
ES,Vitoria,29060391,29060414,Capital,3
ES,Vitoria,29092121,29092129,Capital,3
ES,Vitoria,29055451,29055459,Capital,3
ES,Vitoria,29055571,29055579,Capital,3
ES,Vitoria,29090721,29090729,Capital,3
ES,Vitoria,29090441,29090449,Capital,3
ES,Vitoria,29090451,29090459,Capital,3
ES,Vitoria,29090541,29090549,Capital,3
ES,Vitoria,29090551,29090559,Capital,3
ES,Vitoria,29090471,29090479,Capital,3
ES,Vitoria,29090481,29090489,Capital,3
ES,Vitoria,29090491,29090499,Capital,3
ES,Vitoria,29090662,29090669,Capital,3
ES,Vitoria,29090261,29090269,Capital,3
ES,Vitoria,29090681,29090689,Capital,3
ES,Vitoria,29090038,29090039,Capital,3
ES,Vitoria,29090241,29090249,Capital,3
ES,Vitoria,29045220,29052380,Capital,3
ES,Vitoria,29052381,29055169,Capital,3
ES,Vitoria,29055212,29055219,Capital,3
ES,Vitoria,29055225,29055225,Capital,3
ES,Vitoria,29055226,29055229,Capital,3
ES,Vitoria,29065010,29065050,Capital,3
ES,Vitoria,29065060,29066430,Capital,3
ES,Vitoria,29066431,29090009,Capital,3
SP,Campinas,13051216,13051499,Capital,3
SP,Campinas,13051503,13052034,Capital,3
SP,Campinas,13000000,13049000,Capital,3
ES,Vitoria,29055606,29055609,Capital,3
ES,Vitoria,29057321,29060009,Capital,3
PA,Santarem,68033031,68033039,Capital,4
PA,Santarem,68030992,68033009,Capital,4
PA,Santarem,68033011,68033019,Capital,4
PA,Santarem,68033020,68033020,Interior,4
SP,Campinas,13060000,13069074,Capital,3
SP,Campinas,13069097,13082054,Capital,3
SP,Campinas,13082056,13082074,Capital,3
SP,Campinas,13082136,13082137,Capital,3
SP,Campinas,13082166,13082179,Capital,3
SP,Campinas,13082750,13082764,Capital,3
SP,Campinas,13082765,13082780,Capital,3
SP,Campinas,13082901,13085749,Capital,3
SP,Campinas,13086000,13091199,Capital,3
SP,Campinas,13091218,13092505,Capital,3
SP,Campinas,13104903,13107999,Capital,3
SP,Campinas,13092560,13098499,Capital,3
SP,Campinas,13100000,13100149,Capital,3
SP,Campinas,13100397,13101349,Capital,3
ES,Vitoria,29090321,29090329,Capital,3
ES,Vitoria,29090341,29090349,Capital,3
ES,Vitoria,29090109,29090109,Capital,3
SC,Florianopolis,88070000,88079999,Capital,3
SC,Florianopolis,88080000,88089999,Capital,3
SC,Florianopolis,88090000,88099999,Capital,3
BA,Feira De Santana,44000000,44149999,Capital,3
MG,Uberlandia,38400000,38438999,Capital,3
MG,Uberlandia,38439000,38439999,Redespacho,3
SP,Ribeirao Preto,14000000,14089999,Capital,3
SP,Ribeirao Preto,14090000,14090999,Capital,3
SP,Ribeirao Preto,14091000,14110999,Capital,3
MG,Juiz De Fora,36000000,36019999,Capital,4
SP,Santos,11000000,11079999,Capital,3
PA,Santarem,68033050,68033088,Interior,4
PA,Santarem,68033089,68059999,Capital,4
PA,Santarem,68060000,68060999,Interior,4
PA,Santarem,68033040,68033040,Interior,4
PA,Santarem,68033030,68033030,Interior,4
SP,Campinas,13049140,13050999,Capital,3
SP,Campinas,13051100,13051204,Capital,3
SP,Campinas,13109000,13139999,Capital,3
SP,Campinas,13052036,13052999,Capital,3
SP,Campinas,13054000,13054764,Capital,3
SP,Campinas,13054792,13054999,Capital,3
SP,Campinas,13055000,13055999,Capital,3
BA,Simoes Filho,41402200,41402200,Interior,4
PA,Santarem,68033021,68033029,Capital,4
PA,Santarem,68000000,68030990,Capital,4
PA,Santarem,68030991,68030991,Interior,4
PA,Santarem,68033041,68033049,Capital,4
PA,Santarem,68061000,68099999,Capital,4
PA,Santarem,68033010,68033010,Interior,4
BA,Camacari,42800000,42802519,Capital,3
BA,Vitoria Da Conquista,45000001,45099999,Capital,4
BA,Camacari,42820972,42824999,Capital,3
BA,Camacari,42840177,42840561,Capital,3
BA,Camacari,42840562,42840562,Interior,3
BA,Camacari,42825001,42826999,Capital,3
BA,Camacari,42827001,42832999,Capital,3
SP,Campinas,13101363,13104900,Capital,3
PI,Teresina,64000001,64012774,Capital,3
PI,Teresina,64048000,64049999,Capital,3
PI,Teresina,64050000,64073206,Capital,3
PI,Teresina,64073208,64074019,Capital,3
PI,Teresina,64074021,64077342,Capital,3
PI,Teresina,64012776,64047999,Capital,3
PI,Teresina,64077344,64097049,Capital,3
PI,Teresina,64097051,64099999,Capital,3
BA,Camacari,42833001,42835970,Capital,3
BA,Camacari,42835972,42839999,Capital,3
BA,Camacari,42840001,42840175,Capital,3
